nombre_original_agenda,doctor,area,tipo_turno,dia,hora_inicio,hora_fin,efector
GINECOLOGIA - BONINI - ESPONTANEA,,GINECOLOGIA,ESPONTANEA,Martes,08:00,12:00,CAPS San Isidro Labrador
GINECOLOGIA - BONINI - ESPONTANEA,,GINECOLOGIA,ESPONTANEA,Jueves,08:00,12:00,CAPS San Isidro Labrador
GINECOLOGIA IMPLANTES - DRA. GIULIODIBARI NORA,GIULIODIBARI NORA,GINECOLOGIA,,Viernes,08:00,09:00,CAPS San Isidro Labrador
GINECOLOGIA PROGRAMADA - DRA. MOM MANUELA - Copia,MOM MANUELA - Copia,GINECOLOGIA,PROGRAMADA,Lunes,08:00,12:30,CAPS San Isidro Labrador
ODONTOLOGIA ADULTOS- DRA. BENITEZ ADA,BENITEZ ADA,ODONTOLOGIA,,Jueves,12:30,15:40,CAPS San Isidro Labrador
ODONTOLOGIA ADULTOS- DRA. BENITEZ ADA,BENITEZ ADA,ODONTOLOGIA,,Lunes,07:30,13:00,CAPS San Isidro Labrador
AGENDA VACUNATORIO,,,,Lunes,07:00,16:00,CAPS San Isidro Labrador
AGENDA VACUNATORIO,,,,Martes,07:00,16:00,CAPS San Isidro Labrador
AGENDA VACUNATORIO,,,,Miércoles,07:00,16:00,CAPS San Isidro Labrador
AGENDA VACUNATORIO,,,,Jueves,07:00,16:00,CAPS San Isidro Labrador
AGENDA VACUNATORIO,,,,Viernes,07:00,16:00,CAPS San Isidro Labrador
AGENDA VACUNATORIO,,,,Sábado,08:00,13:00,CAPS San Isidro Labrador
AGENDA INFECTOLOGIA - ESPONTANEA,,INFECTOLOGIA,ESPONTANEA,Viernes,08:00,12:00,CAPS San Isidro Labrador
ODONTOLOGIA ADULTOS- CALORINA VARGAS,CALORINA VARGAS,ODONTOLOGIA,,Jueves,08:00,11:40,CAPS San Isidro Labrador
ODONTOLOGIA ADULTOS- CALORINA VARGAS,CALORINA VARGAS,ODONTOLOGIA,,Jueves,08:00,11:20,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA -VARGAS CAROLINA,VARGAS CAROLINA,PEDIATRIA,,Jueves,13:00,15:40,CAPS San Isidro Labrador
PEDIATRIA DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,,Lunes,08:00,14:20,CAPS San Isidro Labrador
PEDIATRIA DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,,Martes,08:00,14:20,CAPS San Isidro Labrador
PEDIATRIA DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,,Lunes,12:00,13:00,CAPS San Isidro Labrador
PEDIATRIA DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,,Martes,12:00,13:00,CAPS San Isidro Labrador
PEDIATRIA DRA. GRZONA MAGDALENA,GRZONA MAGDALENA,PEDIATRIA,,Miércoles,08:00,09:00,CAPS San Isidro Labrador
ODONTOLGIA ADULTOS DRA. BONET MACIEL MELINA,BONET MACIEL MELINA,ODONTOLOGIA,,Viernes,08:00,12:00,CAPS San Isidro Labrador
ODONTOLOGIA PEDIATRICA DRA. BONET MACIEL,BONET MACIEL,PEDIATRIA,,Viernes,13:00,14:20,CAPS San Isidro Labrador
GINECOLOGIA - DRA. MENENDEZ CYNTHIA,MENENDEZ CYNTHIA,GINECOLOGIA,,Miércoles,09:00,12:00,CAPS San Pantaleón
GINECOLOGIA - DRA. MENENDEZ CYNTHIA,MENENDEZ CYNTHIA,GINECOLOGIA,,Miércoles,09:00,15:00,CAPS San Pantaleón
NUTRICION - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Lunes,08:00,12:00,CAPS San Pantaleón
NUTRICION - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Jueves,08:00,12:00,CAPS San Pantaleón
NUTRICION - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Jueves,13:00,15:00,CAPS San Pantaleón
NUTRICION - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Miércoles,08:00,12:00,CAPS San Pantaleón
ODONTOLOGIA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,,Lunes,10:00,12:00,CAPS San Pantaleón
ODONTOLOGIA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,,Lunes,13:00,15:00,CAPS San Pantaleón
ODONTOLOGIA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,,Martes,10:00,12:00,CAPS San Pantaleón
ODONTOLOGIA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,,Jueves,10:00,12:00,CAPS San Pantaleón
ODONTOLOGIA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,,Viernes,10:00,12:00,CAPS San Pantaleón
ODONTOLOGIA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,,Viernes,13:00,15:00,CAPS San Pantaleón
ODONTOLOGIA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,,Martes,09:30,10:00,CAPS San Pantaleón
OBSTETRICIA - LIC. MANCINELLI STELLA MARIS,MANCINELLI STELLA MARIS,OBSTETRICIA,,Lunes,10:00,11:45,CAPS San Pantaleón
PEDIATRIA - DRA. ESPOSITO EMILIA,ESPOSITO EMILIA,PEDIATRIA,,Martes,10:00,11:40,CAPS San Pantaleón
PEDIATRIA - DRA. ESPOSITO EMILIA,ESPOSITO EMILIA,PEDIATRIA,,Martes,09:40,10:00,CAPS San Pantaleón
TRABAJO SOCIAL - LIC. MORETTI MARIA LAURA,MORETTI MARIA LAURA,SERVICIO SOCIAL,,Miércoles,13:00,15:40,CAPS San Pantaleón
SALUD SEXUAL - DRA. GURTLER SOFIA,GURTLER SOFIA,SALUD SEXUAL,,Viernes,09:00,11:40,CAPS San Pantaleón
NUTRICION - RONDA SANITARIA - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Lunes,09:00,18:00,CAPS San Pantaleón
NUTRICION - RONDA SANITARIA - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Martes,09:00,18:00,CAPS San Pantaleón
NUTRICION - RONDA SANITARIA - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Miércoles,09:00,18:00,CAPS San Pantaleón
NUTRICION - RONDA SANITARIA - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Jueves,09:00,18:00,CAPS San Pantaleón
NUTRICION - RONDA SANITARIA - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Viernes,09:00,18:00,CAPS San Pantaleón
NUTRICION - RONDA SANITARIA - LIC. BRUNO CECILIA,BRUNO CECILIA,NUTRICION,,Sábado,09:00,18:00,CAPS San Pantaleón
ODONTOLOGIA - ESPONTANEA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,ESPONTANEA,Lunes,09:00,10:00,CAPS San Pantaleón
ODONTOLOGIA - ESPONTANEA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,ESPONTANEA,Martes,09:00,10:00,CAPS San Pantaleón
ODONTOLOGIA - ESPONTANEA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,ESPONTANEA,Jueves,09:00,10:00,CAPS San Pantaleón
ODONTOLOGIA - ESPONTANEA - DRA. MENEGATTI ALEJANDRA,MENEGATTI ALEJANDRA,ODONTOLOGIA,ESPONTANEA,Viernes,09:00,10:00,CAPS San Pantaleón
DEMANDA ESPONTANEA,,,ESPONTANEA,Lunes,09:00,10:00,CAPS San Pantaleón
DEMANDA ESPONTANEA,,,ESPONTANEA,Martes,09:00,10:00,CAPS San Pantaleón
DEMANDA ESPONTANEA,,,ESPONTANEA,Miércoles,09:00,10:00,CAPS San Pantaleón
DEMANDA ESPONTANEA,,,ESPONTANEA,Jueves,09:00,10:00,CAPS San Pantaleón
DEMANDA ESPONTANEA,,,ESPONTANEA,Viernes,09:00,10:00,CAPS San Pantaleón
DEMANDA A DOMICILIO,,,,Martes,09:00,12:00,CAPS San Pantaleón
DEMANDA A DOMICILIO,,,,Viernes,09:00,12:00,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 1,,MEDICINA FAMILIAR,,Lunes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 1,,MEDICINA FAMILIAR,,Martes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 1,,MEDICINA FAMILIAR,,Miércoles,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 1,,MEDICINA FAMILIAR,,Jueves,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 1,,MEDICINA FAMILIAR,,Viernes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 1,,MEDICINA FAMILIAR,,Lunes,13:00,14:20,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 1,,MEDICINA FAMILIAR,,Martes,13:00,14:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 1,,MEDICINA FAMILIAR,,Jueves,13:00,14:00,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 1,,MEDICINA FAMILIAR,,Viernes,13:00,14:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 5,,MEDICINA FAMILIAR,,Lunes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 5,,MEDICINA FAMILIAR,,Martes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 5,,MEDICINA FAMILIAR,,Miércoles,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 5,,MEDICINA FAMILIAR,,Jueves,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 5,,MEDICINA FAMILIAR,,Viernes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 5,,MEDICINA FAMILIAR,,Lunes,13:00,14:20,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 5,,MEDICINA FAMILIAR,,Martes,13:00,14:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 5,,MEDICINA FAMILIAR,,Jueves,13:00,14:00,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 5,,MEDICINA FAMILIAR,,Viernes,13:00,14:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 2,,MEDICINA FAMILIAR,,Lunes,10:20,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 2,,MEDICINA FAMILIAR,,Martes,10:20,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 2,,MEDICINA FAMILIAR,,Miércoles,10:20,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 2,,MEDICINA FAMILIAR,,Jueves,10:20,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 2,,MEDICINA FAMILIAR,,Viernes,10:20,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 2,,MEDICINA FAMILIAR,,Lunes,13:00,14:20,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 2,,MEDICINA FAMILIAR,,Martes,13:00,14:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 2,,MEDICINA FAMILIAR,,Jueves,13:00,14:00,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 2,,MEDICINA FAMILIAR,,Viernes,13:00,14:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 3,,MEDICINA FAMILIAR,,Lunes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 3,,MEDICINA FAMILIAR,,Martes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 3,,MEDICINA FAMILIAR,,Miércoles,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 3,,MEDICINA FAMILIAR,,Jueves,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 3,,MEDICINA FAMILIAR,,Viernes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 3,,MEDICINA FAMILIAR,,Lunes,13:00,14:20,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 3,,MEDICINA FAMILIAR,,Martes,13:00,14:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 3,,MEDICINA FAMILIAR,,Jueves,13:00,14:00,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 3,,MEDICINA FAMILIAR,,Viernes,13:00,14:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 4,,MEDICINA FAMILIAR,,Lunes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 4,,MEDICINA FAMILIAR,,Martes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 4,,MEDICINA FAMILIAR,,Miércoles,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 4,,MEDICINA FAMILIAR,,Jueves,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 4,,MEDICINA FAMILIAR,,Viernes,10:00,11:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 4,,MEDICINA FAMILIAR,,Lunes,13:00,14:20,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 4,,MEDICINA FAMILIAR,,Martes,13:00,14:40,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 4,,MEDICINA FAMILIAR,,Jueves,13:00,14:00,CAPS San Pantaleón
MEDICINA FAMILIAR CONSULTORIO 4,,MEDICINA FAMILIAR,,Viernes,13:00,14:40,CAPS San Pantaleón
SALUD SEXUAL - DRA. EPSTEIN,EPSTEIN,SALUD SEXUAL,,Martes,13:00,15:20,CAPS San Pantaleón
MEDICINA FAMILIAR - DRA. JUAREZ JIMENA,JUAREZ JIMENA,MEDICINA FAMILIAR,,Martes,13:00,15:20,CAPS San Pantaleón
MEDICINA FAMILIAR - DRA. JUAREZ JIMENA,JUAREZ JIMENA,MEDICINA FAMILIAR,,Viernes,14:00,15:00,CAPS San Pantaleón
ENFERMERIA,,,,Lunes,08:00,16:00,CAPS San Pantaleón
ENFERMERIA,,,,Martes,08:00,16:00,CAPS San Pantaleón
ENFERMERIA,,,,Miércoles,08:00,16:00,CAPS San Pantaleón
ENFERMERIA,,,,Jueves,08:00,16:00,CAPS San Pantaleón
ENFERMERIA,,,,Viernes,08:00,16:00,CAPS San Pantaleón
ODONTOLOGIA - DRA. COLOMBO LORENA PROGRAMADA,COLOMBO LORENA PROGRAMADA,ODONTOLOGIA,PROGRAMADA,Miércoles,09:00,12:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. COLOMBO LORENA PROGRAMADA,COLOMBO LORENA PROGRAMADA,ODONTOLOGIA,PROGRAMADA,Jueves,09:00,12:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. COLOMBO LORENA PROGRAMADA,COLOMBO LORENA PROGRAMADA,ODONTOLOGIA,PROGRAMADA,Viernes,09:00,12:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. COLOMBO LORENA PROGRAMADA,COLOMBO LORENA PROGRAMADA,ODONTOLOGIA,PROGRAMADA,Jueves,13:00,16:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. COLOMBO LORENA PROGRAMADA,COLOMBO LORENA PROGRAMADA,ODONTOLOGIA,PROGRAMADA,Viernes,13:00,16:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. BEVACQUA ADRIANA PROGRAMADA,BEVACQUA ADRIANA PROGRAMADA,ODONTOLOGIA,PROGRAMADA,Lunes,13:00,16:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. BEVACQUA ADRIANA PROGRAMADA,BEVACQUA ADRIANA PROGRAMADA,ODONTOLOGIA,PROGRAMADA,Martes,09:00,12:00,CAPS Villa Adelina
GINECOLOGIA - DRA. ZAPUTOVICH CLARA PROGRAMADA,ZAPUTOVICH CLARA PROGRAMADA,GINECOLOGIA,PROGRAMADA,Martes,08:00,11:30,CAPS Villa Adelina
GINECOLOGIA - DRA. FOLINO ALDANA PROGRAMADA,FOLINO ALDANA PROGRAMADA,GINECOLOGIA,PROGRAMADA,Miércoles,08:00,11:30,CAPS Villa Adelina
GINECOLOGIA - DRA. FOLINO ALDANA PROGRAMADA,FOLINO ALDANA PROGRAMADA,GINECOLOGIA,PROGRAMADA,Miércoles,12:00,15:30,CAPS Villa Adelina
GINECOLOGIA - DRA. FOLINO ALDANA PROGRAMADA,FOLINO ALDANA PROGRAMADA,GINECOLOGIA,PROGRAMADA,Viernes,08:00,11:15,CAPS Villa Adelina
MEDICO CLINICO - DRA. KOSMUS LAURA PROGRAMADA,KOSMUS LAURA PROGRAMADA,CLINICA MEDICA,PROGRAMADA,Martes,12:00,13:00,CAPS Villa Adelina
MEDICO CLINICO - DRA. KOSMUS LAURA PROGRAMADA,KOSMUS LAURA PROGRAMADA,CLINICA MEDICA,PROGRAMADA,Viernes,09:00,13:00,CAPS Villa Adelina
MEDICO CLINCO - DRA. IVANIC ROMINA PROGRAMADA,IVANIC ROMINA PROGRAMADA,CLINICA MEDICA,PROGRAMADA,Lunes,11:00,14:00,CAPS Villa Adelina
MEDICO CLINCO - DRA. IVANIC ROMINA PROGRAMADA,IVANIC ROMINA PROGRAMADA,CLINICA MEDICA,PROGRAMADA,Miércoles,09:00,12:00,CAPS Villa Adelina
MEDICO CLINICO - DR. PORTA ESTEBAN PROGRAMADA,PORTA ESTEBAN PROGRAMADA,CLINICA MEDICA,PROGRAMADA,Lunes,15:00,17:00,CAPS Villa Adelina
MEDICO CLINICO - DR. SALVI ALEJANDRO PROGRAMADA,SALVI ALEJANDRO PROGRAMADA,CLINICA MEDICA,PROGRAMADA,Jueves,14:00,17:00,CAPS Villa Adelina
PEDIATRIA - DRA. PONCE AGUSTINA PROGRAMADA,PONCE AGUSTINA PROGRAMADA,PEDIATRIA,PROGRAMADA,Lunes,09:00,14:00,CAPS Villa Adelina
PEDIATRIA - DRA. PONCE AGUSTINA PROGRAMADA,PONCE AGUSTINA PROGRAMADA,PEDIATRIA,PROGRAMADA,Martes,09:00,12:00,CAPS Villa Adelina
PEDIATRIA - DRA. ZELADA YAMILA PROGRAMADA,ZELADA YAMILA PROGRAMADA,PEDIATRIA,PROGRAMADA,Lunes,13:00,17:00,CAPS Villa Adelina
PEDIATRIA - DRA. GRANT CRISTINA PROGRAMADA,GRANT CRISTINA PROGRAMADA,PEDIATRIA,PROGRAMADA,Martes,08:00,11:00,CAPS Villa Adelina
PEDIATRIA - DRA. GRANT CRISTINA PROGRAMADA,GRANT CRISTINA PROGRAMADA,PEDIATRIA,PROGRAMADA,Miércoles,11:20,17:00,CAPS Villa Adelina
PEDIATRIA - DRA. GRANT CRISTINA PROGRAMADA,GRANT CRISTINA PROGRAMADA,PEDIATRIA,PROGRAMADA,Jueves,13:00,16:00,CAPS Villa Adelina
PEDIATRIA - DRA. SEVILLA GABRIELA PROGRAMADA,SEVILLA GABRIELA PROGRAMADA,PEDIATRIA,PROGRAMADA,Jueves,09:00,15:00,CAPS Villa Adelina
PEDIATRIA - DRA. SEGOVIA CECILIA PROGRAMADA,SEGOVIA CECILIA PROGRAMADA,PEDIATRIA,PROGRAMADA,Martes,09:00,13:00,CAPS Villa Adelina
NUTRICION GRUPAL - DRA. CORONEL MARIEL,CORONEL MARIEL,NUTRICION,,Martes,14:00,17:00,CAPS Villa Adelina
PSICOLOGA - DR.VACCARO DIEGO,VACCARO DIEGO,PSICOLOGIA,,Lunes,09:00,15:00,CAPS Villa Adelina
PSICOLOGA - DR.VACCARO DIEGO,VACCARO DIEGO,PSICOLOGIA,,Viernes,09:00,15:00,CAPS Villa Adelina
PSICOLOGA - DR.VACCARO DIEGO,VACCARO DIEGO,PSICOLOGIA,,Martes,13:00,16:00,CAPS Villa Adelina
PSICOLOGA - DR.VACCARO DIEGO,VACCARO DIEGO,PSICOLOGIA,,Jueves,13:00,16:00,CAPS Villa Adelina
PEDIATRIA - DRA. GONZALEZ MARIANA SOLEDAD,GONZALEZ MARIANA SOLEDAD,PEDIATRIA,,Lunes,08:00,12:00,CAPS Villa Adelina
PEDIATRIA - DRA. GONZALEZ MARIANA SOLEDAD,GONZALEZ MARIANA SOLEDAD,PEDIATRIA,,Martes,08:00,12:00,CAPS Villa Adelina
PEDIATRIA - DRA. GONZALEZ MARIANA SOLEDAD,GONZALEZ MARIANA SOLEDAD,PEDIATRIA,,Miércoles,08:00,12:00,CAPS Villa Adelina
PEDIATRIA - DRA. GONZALEZ MARIANA SOLEDAD,GONZALEZ MARIANA SOLEDAD,PEDIATRIA,,Viernes,08:00,12:00,CAPS Villa Adelina
AGENDA ENFERMERIA,,,,Lunes,08:00,18:00,CAPS Villa Adelina
AGENDA ENFERMERIA,,,,Martes,08:00,18:00,CAPS Villa Adelina
AGENDA ENFERMERIA,,,,Miércoles,08:00,18:00,CAPS Villa Adelina
AGENDA ENFERMERIA,,,,Jueves,08:00,18:00,CAPS Villa Adelina
AGENDA ENFERMERIA,,,,Viernes,08:00,18:00,CAPS Villa Adelina
PEDIATRIA - DRA. MARANGELLI ANTONELLA PROGRAMADA,MARANGELLI ANTONELLA PROGRAMADA,PEDIATRIA,PROGRAMADA,Viernes,09:00,14:00,CAPS Villa Adelina
OBSTETRICIA - DRA. BARCO MELISA,BARCO MELISA,OBSTETRICIA,,Viernes,13:00,17:00,CAPS Villa Adelina
GINECOLOGIA - DRA. FOLINO ALDANA ESPONTANEA,FOLINO ALDANA ESPONTANEA,GINECOLOGIA,ESPONTANEA,Miércoles,15:30,16:00,CAPS Villa Adelina
GINECOLOGIA - DRA. FOLINO ALDANA ESPONTANEA,FOLINO ALDANA ESPONTANEA,GINECOLOGIA,ESPONTANEA,Viernes,11:30,12:00,CAPS Villa Adelina
GINECOLOGIA - DRA. ZAPUTOVICH CLARA - ESPONTANEA,ZAPUTOVICH CLARA,GINECOLOGIA,ESPONTANEA,Martes,11:30,12:00,CAPS Villa Adelina
GINECOLOGIA - DR. LEITES - PAP,LEITES,GINECOLOGIA,PAP,Jueves,10:00,12:00,CAPS Villa Adelina
GINECOLOGIA - DR. LEITES - GENERAL,LEITES,GINECOLOGIA,GENERAL,Jueves,08:00,10:00,CAPS Villa Adelina
NUTRICION TRATAMIENTO - DRA. CORONEL MARIEL,CORONEL MARIEL,NUTRICION,TRATAMIENTO,Jueves,14:00,15:30,CAPS Villa Adelina
NUTRICION GENERAL - DRA. CORONEL MARIEL,CORONEL MARIEL,NUTRICION,GENERAL,Jueves,15:30,17:00,CAPS Villa Adelina
MEDICO CLINCO - DRA. IVANIC ROMINA ESPONTANEA,IVANIC ROMINA ESPONTANEA,CLINICA MEDICA,ESPONTANEA,Lunes,10:00,11:00,CAPS Villa Adelina
MEDICO CLINCO - DRA. IVANIC ROMINA ESPONTANEA,IVANIC ROMINA ESPONTANEA,CLINICA MEDICA,ESPONTANEA,Miércoles,08:00,09:00,CAPS Villa Adelina
MEDICO CLINICO - DR. PORTA ESTEBAN - ESPONTANEA,PORTA ESTEBAN,CLINICA MEDICA,ESPONTANEA,Lunes,14:00,15:00,CAPS Villa Adelina
MEDICO CLINICO - DR. SALVI ALEJANDRO - ESPONTANEA,SALVI ALEJANDRO,CLINICA MEDICA,ESPONTANEA,Jueves,13:00,14:00,CAPS Villa Adelina
MEDICO CLINICO - DRA. KOSMUS LAURA ESPONTANEA,KOSMUS LAURA ESPONTANEA,CLINICA MEDICA,ESPONTANEA,Martes,11:00,12:00,CAPS Villa Adelina
MEDICO CLINICO - DRA. KOSMUS LAURA ESPONTANEA,KOSMUS LAURA ESPONTANEA,CLINICA MEDICA,ESPONTANEA,Viernes,08:00,09:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. BEVACQUA ADRIANA ESPONTANEA,BEVACQUA ADRIANA ESPONTANEA,ODONTOLOGIA,ESPONTANEA,Lunes,12:00,13:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. BEVACQUA ADRIANA ESPONTANEA,BEVACQUA ADRIANA ESPONTANEA,ODONTOLOGIA,ESPONTANEA,Martes,08:00,09:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. COLOMBO LORENA ESPONTANEA,COLOMBO LORENA ESPONTANEA,ODONTOLOGIA,ESPONTANEA,Miércoles,08:00,09:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. COLOMBO LORENA ESPONTANEA,COLOMBO LORENA ESPONTANEA,ODONTOLOGIA,ESPONTANEA,Jueves,08:00,09:00,CAPS Villa Adelina
ODONTOLOGIA - DRA. COLOMBO LORENA ESPONTANEA,COLOMBO LORENA ESPONTANEA,ODONTOLOGIA,ESPONTANEA,Viernes,08:00,09:00,CAPS Villa Adelina
PEDIATRIA - DRA. GRANT CRISTINA ESPONTANEA,GRANT CRISTINA ESPONTANEA,PEDIATRIA,ESPONTANEA,Martes,11:00,12:00,CAPS Villa Adelina
PEDIATRIA - DRA. GRANT CRISTINA ESPONTANEA,GRANT CRISTINA ESPONTANEA,PEDIATRIA,ESPONTANEA,Miércoles,17:00,18:00,CAPS Villa Adelina
PEDIATRIA - DRA. GRANT CRISTINA ESPONTANEA,GRANT CRISTINA ESPONTANEA,PEDIATRIA,ESPONTANEA,Jueves,16:00,17:00,CAPS Villa Adelina
PEDIATRIA - DRA. MARANGELLI ANTONELLA ESPONTANEA,MARANGELLI ANTONELLA ESPONTANEA,PEDIATRIA,ESPONTANEA,Viernes,08:00,09:00,CAPS Villa Adelina
PEDIATRIA - DRA. PONCE AGUSTINA ESPONTANEA,PONCE AGUSTINA ESPONTANEA,PEDIATRIA,ESPONTANEA,Lunes,08:00,09:00,CAPS Villa Adelina
PEDIATRIA - DRA. PONCE AGUSTINA ESPONTANEA,PONCE AGUSTINA ESPONTANEA,PEDIATRIA,ESPONTANEA,Martes,08:00,09:00,CAPS Villa Adelina
PEDIATRIA - DRA. SEGOVIA CECILIA ESPONTANEA,SEGOVIA CECILIA ESPONTANEA,PEDIATRIA,ESPONTANEA,Martes,08:00,09:00,CAPS Villa Adelina
PEDIATRIA - DRA. SEVILLA GABRIELA ESPONTANEA,SEVILLA GABRIELA ESPONTANEA,PEDIATRIA,ESPONTANEA,Jueves,08:00,09:00,CAPS Villa Adelina
PEDIATRIA - DRA. SEVILLA GABRIELA ESPONTANEA,SEVILLA GABRIELA ESPONTANEA,PEDIATRIA,ESPONTANEA,Viernes,13:00,16:00,CAPS Villa Adelina
MUSICOTERAPIA - LIC. FACUNDO NAHUEL SOBRADO,FACUNDO NAHUEL SOBRADO,MUSICOTERAPIA,,Lunes,08:00,12:00,Centro El Nido
MUSICOTERAPIA - LIC. FACUNDO NAHUEL SOBRADO,FACUNDO NAHUEL SOBRADO,MUSICOTERAPIA,,Lunes,13:00,14:00,Centro El Nido
MUSICOTERAPIA - LIC. FACUNDO NAHUEL SOBRADO,FACUNDO NAHUEL SOBRADO,MUSICOTERAPIA,,Martes,08:00,12:00,Centro El Nido
MUSICOTERAPIA - LIC. FACUNDO NAHUEL SOBRADO,FACUNDO NAHUEL SOBRADO,MUSICOTERAPIA,,Martes,13:00,15:00,Centro El Nido
